CITY,NAME,STATE,COUNTY,ZIP
SAN DIMAS,7,CA,LOS ANGELES,91773
SAN FERNANDO,4,CA,LOS ANGELES,91340
SAN FIDEL,2,NM,CIBOLA,87049
SAN FRANCISCO,112,CA,SAN FRANCISCO,"[94131 94112 94121 94122 94127 94132 94133 94134 94110 94102 94114 94103
 94115 94108 94123 94118 94107 94109 94116 94117 94124 94129 94105]"
SAN GABRIEL,11,CA,LOS ANGELES,[91776 91775]
SAN JACINTO,3,CA,RIVERSIDE,92583
SAN JOSE,77,CA,SANTA CLARA,"[95118 95125 95134 95124 95116 95127 95135 95128 95112 95136 95121 95117
 95123 95126 95110 95148 95132 95120 95122 95129 95119 95133 95111 95130]"
SAN JUAN CAPISTRANO,9,CA,ORANGE,[92675 92692]
SAN LEANDRO,11,CA,ALAMEDA,[94578 94577 94579]
SAN LORENZO,3,CA,ALAMEDA,94580
SAN LUIS OBISPO,7,CA,SAN LUIS OBISPO,[93401 93405]
SAN LUIS OPICO,1,CA,SAN LUIS OBISPO,93405
SAN MARCOS,10,['CA' 'TX'],['SAN DIEGO' 'HAYS'],[92078 78666]
SAN MARINO,2,CA,LOS ANGELES,91108
SAN MATEO,20,CA,SAN MATEO,[94403 94401 94402]
SAN PABLO,2,CA,CONTRA COSTA,94806
SAN PEDRO,5,CA,LOS ANGELES,[90731 90732]
SAN RAFAEL,14,CA,MARIN,[94903 94901 94091]
SAN RAMON,2,CA,CONTRA COSTA,94583
SAN TAN VALLEY,1,AZ,PINAL,85140
SAN YSIDRO,3,CA,SAN DIEGO,92173
SANATOGA,1,PA,MONTGOMERY,19464
SANBORN,2,['IA' 'NY'],"[""O'BRIEN"" 'NIAGARA']",[51248 14132]
SANBORNTON,2,NH,BELKNAP,3269
SAND SPRINGS,2,OK,TULSA,74063
SANDERSVILLE,1,GA,WASHINGTON,31082
SANDOWN,3,NH,ROCKINGHAM,3873
SANDPOINT,7,ID,BONNER,83864
SANDSTON,1,VA,HENRICO,23150
SANDSTONE,1,MN,PINE,55072
SANDUSKY,1,OH,ERIE,44870
SANDWICH,3,['MA' 'IL'],['BARNSTABLE' 'DEKALB'],[ 2563 60548]
SANDY,8,UT,SALT LAKE,[84070 84092 84094 84093]
SANDY HOOK,1,CT,FAIRFIELD,6482
SANDY SPRING,2,MD,MONTGOMERY,20860
SANFORD,18,['FL' 'ME' 'NC'],['SEMINOLE' 'YORK' 'LEE'],[32773 32771  4073 27332 27330]
SANTA ANA,25,CA,ORANGE,[92704 92705 92707 92703 92701 92706]
SANTA BARBARA,17,CA,SANTA BARBARA,[93101 93105 93108 93110 93103 93111]
SANTA CLARA,20,['UT' 'CA'],['WASHINGTON' 'SANTA CLARA'],[84765 95051 95050 95054]
SANTA CLARITA,4,CA,LOS ANGELES,[91351 91390 91321 91355]
SANTA CRUZ,13,['CA' 'NM'],['SANTA CRUZ' 'SANTA FE'],[95062 95060 95065 87567]
SANTA FE,20,NM,SANTA FE,[87501 87505 87508 87507]
SANTA FE SPRINGS,3,CA,LOS ANGELES,90670
SANTA MARIA,6,CA,SANTA BARBARA,[93458 93455 93454]
SANTA MONICA,16,CA,LOS ANGELES,[90405 90401 90403 90404 90402]
SANTA PAULA,1,CA,VENTURA,93060
SANTA ROSA,22,CA,SONOMA,[95404 95407 95403 95409 95405 95401 95406]
SANTA ROSA BEACH,3,FL,WALTON,32459
SANTA YNEZ,1,CA,SANTA BARBARA,93460
SANTEE,1,CA,SAN DIEGO,92071
SAPULPA,1,OK,CREEK,74066
SARALAND,2,AL,MOBILE,36571
SARANAC LAKE,2,NY,FRANKLIN,12983
SARASOTA,32,FL,SARASOTA,[34232 34240 34236 34239 34237 34233 34242 34235 34231]
SARATOGA,3,CA,SANTA CLARA,95070
SARATOGA SPRINGS,4,NY,SARATOGA,12866
SARDIS,1,GA,BURKE,30456
SARTELL,1,MN,STEARNS,56377
SARVER,1,PA,BUTLER,16055
SATELLITE BEACH,1,FL,BREVARD,32937
SATSUMA,2,['FL' 'AL'],['PUTNAM' 'MOBILE'],[32189 36572]
SAUGERTIES,2,NY,ULSTER,12477
SAUGUS,2,['MA' 'CA'],['ESSEX' 'LOS ANGELES'],[ 1906 91350]
SAUK CENTRE,1,MN,STEARNS,56378
SAUK CITY,2,WI,SAUK,53583
SAUK RAPIDS,2,MN,BENTON,56379
SAUK VILLAGE,2,IL,COOK,60411
SAUKVILLE,1,WI,OZAUKEE,53080
SAULT SAINTE MARIE,2,MI,CHIPPEWA,49783
SAUSALITO,3,CA,MARIN,94965
SAVAGE,3,['MN' 'MD'],['SCOTT' 'HOWARD'],[55378 20763]
SAVANNAH,33,['GA' 'TN'],['CHATHAM' 'HARDIN'],[31406 31405 31408 31404 31419 31410 31401 38372]
SAVOY,1,IL,CHAMPAIGN,61874
SAWYERVILLE,1,AL,HALE,36776
SAXTONS RIVER,2,VT,WINDHAM,5154
SAYRE,1,PA,BRADFORD,18840
SAYREVILLE,2,NJ,MIDDLESEX,8872
SAYVILLE,1,NY,SUFFOLK,11782
SCAPPOOSE,1,OR,COLUMBIA,97056
SCARBOROUGH,2,ME,CUMBERLAND,4074
SCARSDALE,3,NY,WESTCHESTER,10583
SCARVILLE,1,IA,WINNEBAGO,50473
SCHAUMBURG,16,IL,COOK,[60194 60173 60195 60193 60196]
SCHENECTADY,10,NY,['SCHENECTADY' 'ALBANY'],[12304 12309 12303 12306 12308]
SCHERERVILLE,3,IN,LAKE,46375
SCHILLER PARK,1,IL,COOK,60176
SCHOFIELD,2,WI,MARATHON,54476
SCHROON LAKE,1,NY,ESSEX,12870
SCHULENBURG,1,TX,FAYETTE,78956
SCHUYLKILL HAVEN,1,PA,SCHUYLKILL,17972
SCHWENKSVILLE,4,PA,MONTGOMERY,19473
SCIO,1,OR,LINN,97374
SCITUATE,1,MA,PLYMOUTH,2066
SCOTCH PLAINS,7,NJ,UNION,7076
SCOTIA,2,NY,SCHENECTADY,12302
SCOTT,1,LA,LAFAYETTE,70583
SCOTT CITY,1,MO,SCOTT,63780
SCOTT DEPOT,1,WV,PUTNAM,25560
SCOTTDALE,1,PA,WESTMORELAND,15683
SCOTTS HILL,1,TN,DECATUR,38374
SCOTTS VALLEY,3,CA,SANTA CRUZ,95066
SCOTTSBLUFF,4,NE,SCOTTS BLUFF,69361
SCOTTSBORO,2,AL,JACKSON,35768
SCOTTSBURG,1,VA,HALIFAX,24589
SCOTTSDALE,34,AZ,MARICOPA,[85257 85254 85266 85255 85258 85260 85250 85251 85259 85253]
SCOTTSVILLE,3,KY,ALLEN,42164
SCRANTON,21,PA,LACKAWANNA,[18505 18509 18510 18508 18501 18504]
SEA GIRT,1,NJ,MONMOUTH,8750
SEAFORD,4,['NY' 'DE'],['NASSAU' 'SUSSEX'],[11783 19973]
SEALE,1,AL,RUSSELL,36875
SEARCY,7,AR,WHITE,72143
SEASIDE,3,CA,MONTEREY,93955
SEATAC,1,WA,KING,98188
SEATTLE,85,WA,KING,"[98118 98106 98136 98144 98125 98105 98103 98107 98115 98122 98133 98116
 98199 98112 98126 98178 98119 98102 98121 98104 98146 98101 98108 98134
 98117 98109]"
SEBASTIAN,2,FL,INDIAN RIVER,32958
SEBASTOPOL,5,CA,SONOMA,[95472 95473]
SEBEWAING,2,MI,HURON,48759
SEBRING,2,FL,HIGHLANDS,33870
SECANE,2,PA,DELAWARE,19018
SEDALIA,3,MO,PETTIS,65301
SEDONA,1,AZ,YAVAPAI,86351
SEDRO WOOLLEY,2,WA,WHATCOM,98284
SEEKONK,2,MA,BRISTOL,2771
SEFFNER,6,FL,HILLSBOROUGH,33584
SEGUIN,4,TX,GUADALUPE,78155
SELAH,1,WA,YAKIMA,98942
SELINSGROVE,4,PA,SNYDER,17870
SELLERSBURG,1,IN,CLARK,47172
SELLERSVILLE,5,PA,BUCKS,18960
SELLS,1,AZ,PIMA,85634
SELMA,11,['AL' 'TX' 'CA'],['DALLAS' 'BEXAR' 'FRESNO'],[36701 78154 36703 36752 93662 36702]
SELMER,1,TN,MCNAIRY,38375
SEMINARY,1,MS,COVINGTON,39479
SEMINOLE,4,FL,PINELLAS,[33776 33772]
SEMMES,1,AL,MOBILE,36575
SENATOBIA,1,MS,TATE,38668
SENECA,7,['WI' 'KS' 'SC' 'PA'],['CRAWFORD' 'NEMAHA' 'OCONEE' 'VENANGO'],[54654 66538 29672 16346 29678]
SENECA FALLS,2,NY,SENECA,13148
SENOIA,1,GA,COWETA,30276
SEQUIM,3,WA,CLALLAM,98382
SEVEN FIELDS,1,PA,BUTLER,16046
SEVERN,3,MD,ANNE ARUNDEL,21144
SEVERNA PARK,5,MD,ANNE ARUNDEL,21146
SEVIERVILLE,4,TN,SEVIER,[37862 37876]
SEWANEE,1,TN,FRANKLIN,37375
SEWARD,2,NE,SEWARD,68434
SEWELL,10,NJ,GLOUCESTER,8080
SEWICKLEY,5,PA,ALLEGHENY,15143
SEYMOUR,20,['MO' 'IN' 'TN'],['WEBSTER' 'JACKSON' 'SEVIER'],[65746 47274 37865]
SHAFTER,2,CA,KERN,93263
SHAKER HEIGHTS,5,OH,CUYAHOGA,44122
SHAKOPEE,3,MN,SCOTT,55379
SHALLOTTE,2,NC,BRUNSWICK,28470
SHALLOTTEN,1,NC,BRUNSWICK,28470
SHARON,5,['VT' 'MA' 'PA'],['WINDSOR' 'NORFOLK' 'MERCER'],[ 5065  2067 16146]
SHARON HILL,1,PA,DELAWARE,19079
SHARPSBURG,3,GA,COWETA,30277
SHAVERTOWN,1,PA,LUZERNE,18708
SHAWANO,2,WI,SHAWANO,54166
SHAWNEE,9,['KS' 'OK'],['JOHNSON' 'POTTAWATOMIE'],[66217 66216 66218 66203 74804]
SHEBOYGAN,14,WI,SHEBOYGAN,[53081 53083]
SHEBOYGAN FALLS,1,WI,SHEBOYGAN,53085
SHEFFIELD,1,MA,BERKSHIRE,1257
SHELBURNE,2,VT,CHITTENDEN,5482
SHELBY,3,['NC' 'OH'],['CLEVELAND' 'RICHLAND'],[28152 44875]
SHELBY TOWNSHIP,2,MI,MACOMB,[48317 48316]
SHELBYVILLE,4,['IN' 'TN' 'KY'],['SHELBY' 'BEDFORD'],[46176 37160 40065]
SHELDON,4,['IA' 'WI' 'SC'],"[""O'BRIEN"" 'RUSK' 'BEAUFORT']",[51201 54766 29941]
SHELLMAN,1,GA,RANDOLPH,39886
SHELOCTA,1,PA,INDIANA,15774
SHELTON,6,['CT' 'WA'],['FAIRFIELD' 'MASON'],[ 6484 98584]
SHENANDOAH,1,PA,SCHUYLKILL,17976
SHEPHERDSVILLE,3,KY,BULLITT,40165
SHERIDAN,6,['IL' 'WY' 'WA' 'OR' 'IN'],['LASALLE' 'SHERIDAN' 'YAMHILL' 'HAMILTON'],[60551 82801 97378 46069]
SHERMAN,6,['NY' 'TX'],['CHAUTAUQUA' 'GRAYSON'],[14781 75090 75092]
SHERMAN OAKS,9,CA,LOS ANGELES,[91401 91423 91403]
SHERWOOD,9,['OR' 'AR' 'WI'],['WASHINGTON' 'CLACKAMAS' 'PULASKI' 'CALUMET'],[97140 72120 54169]
SHILLINGTON,1,PA,BERKS,19607
SHINER,1,TX,LAVACA,77984
SHINGLE SPRINGS,1,CA,EL DORADO,95682
SHIPPENSBURG,14,PA,['CUMBERLAND' 'FRANKLIN'],17257
SHIPPENVILLE,1,PA,CLARION,16254
SHIPSHEWANA,12,IN,LAGRANGE,46565
SHIREMANSTOWN,3,PA,CUMBERLAND,17011
SHORELINE,11,WA,KING,[98177 98155 98133]
"SHORELINE,",1,WA,KING,98155
SHOREVIEW,1,MN,RAMSEY,55126
SHOREWOOD,6,['IL' 'WI'],['WILL' 'MILWAUKEE'],[60404 53211]
SHORT HILLS,6,NJ,ESSEX,7078
SHOW LOW,4,AZ,NAVAJO,85901
SHREVE,2,OH,['WAYNE' 'HOLMES'],44676
SHREVEPORT,15,LA,CADDO,[71118 71108 71129 71106 71101 71105 71104]
SHREVERPORT,1,LA,CADDO,71108
SHREWSBURY,12,['MA' 'NJ' 'PA'],['WORCESTER' 'MONMOUTH' 'YORK'],[ 1545  7702 17361]
SHRUB OAK,1,NY,WESTCHESTER,10588
SICKLERVILLE,4,NJ,CAMDEN,8081
SIDNEY,5,['ME' 'MT' 'OH'],['KENNEBEC' 'RICHLAND' 'SHELBY'],[ 4330 59270 45365]
SIERRA MADRE,5,CA,LOS ANGELES,91024
SIERRA VISTA,3,AZ,COCHISE,[85650 85635]
SIGEL,1,IL,SHELBY,62462
SIGNAL MOUNTAIN,1,TN,HAMILTON,37377
SIKESTON,3,MO,SCOTT,63801
SILER CITY,1,NC,CHATHAM,27344
SILEX,1,MO,LINCOLN,63377
SILOAM,1,GA,GREENE,30665
SILOAM SPRINGS,1,AR,BENTON,72761
SILSBEE,1,TX,HARDIN,77656
SILVER CITY,4,NM,GRANT,88061
SILVER SPRING,30,MD,MONTGOMERY,[20902 20910 20906 20901 20905 20904 20903]
SILVER SPRINGS,1,NV,LYON,89429
SILVERADO,2,CA,ORANGE,92676
SILVERDALE,1,WA,KITSAP,98383
SILVERTON,1,OR,MARION,97381
SIMI VALLEY,10,CA,VENTURA,[93065 93063]
SIMONTON,1,TX,FORT BEND,77476
SIMPSONVILLE,8,['SC' 'KY'],['GREENVILLE' 'SHELBY'],[29681 40067]
SIMSBURY,4,CT,HARTFORD,6070
SINKING SPRING,2,PA,BERKS,19608
SIOUX CENTER,1,IA,SIOUX,51250
SIOUX CITY,12,IA,WOODBURY,[51105 51104 51108 51106 51103 51101]
SIOUX FALLS,22,SD,['LINCOLN' 'MINNEHAHA'],[57108 57107 57106 57110 57105 57103 57104]
SIOUX FALS,1,SD,MINNEHAHA,57103
SISTERS,1,OR,DESCHUTES,97759
SITKA,2,AK,SITKA,99835
SKIATOOK,2,OK,['OSAGE' 'TULSA'],74070
SKILLMAN,3,NJ,SOMERSET,8558
SKIPPACK,1,PA,MONTGOMERY,19474
SKOKIE,12,IL,COOK,[60076 60077]
SLANESVILLE,1,WV,HAMPSHIRE,25444
SLATON,1,TX,LUBBOCK,79364
SLEEPY EYE,2,MN,BROWN,56085
SLIDELL,10,LA,ST. TAMMANY,[70458 70460 70461]
SLIGO,1,PA,CLARION,16255
SLINGER,1,WI,WASHINGTON,53086
SLINGERLANDS,1,NY,ALBANY,12159
SLOANSVILLE,1,NY,SCHOHARIE,12160
SMICKSBURG,14,PA,INDIANA,16256
SMITHFIELD,6,['PA' 'RI' 'VA'],['FAYETTE' 'PROVIDENCE' 'ISLE OF WIGHT'],[15478  2917 23430]
SMITHS STATION,1,AL,LEE,36877
SMITHTON,1,IL,ST. CLAIR,62285
SMITHTOWN,4,NY,SUFFOLK,11787
SMYRNA,11,['GA' 'DE' 'TN'],['COBB' 'NEW CASTLE' 'RUTHERFORD'],[30080 19977 30082 37167]
SN LUIS OBISP,1,CA,SAN LUIS OBISPO,93401
SNEADS,1,FL,JACKSON,32460
SNEADS FERRY,1,NC,ONSLOW,28460
SNELLVILLE,4,GA,GWINNETT,[30078 30039]
SNOHOMISH,2,WA,SNOHOMISH,[98290 98296]
SNOQUALMIE,1,WA,KING,98065
SNOW HILL,1,MD,WORCESTER,21863
SNYDER,2,['TX' 'NY'],['SCURRY' 'ERIE'],[79549 14226]
SO DAYTONA,1,FL,VOLUSIA,32119
SOCIAL CIRCLE,1,GA,WALTON,30025
SOLANA BEACH,5,CA,SAN DIEGO,92075
SOLDOTNA,1,AK,KENAI PENINSULA,99669
SOLEBURY,3,PA,BUCKS,18963
SOLEDAD,1,CA,MONTEREY,93960
SOLOMONS,1,MD,CALVERT,20688
SOLON,2,OH,CUYAHOGA,44139
SOMERS,2,['NY' 'WI'],['WESTCHESTER' 'KENOSHA'],[10589 53171]
SOMERS POINT,1,NJ,ATLANTIC,8244
SOMERSET,21,['PA' 'KY' 'NJ' 'OH' 'WI'],['SOMERSET' 'PULASKI' 'PERRY' 'ST. CROIX'],[15501 42503  8873 43783 54025]
SOMERSVILLE,1,CT,TOLLAND,6072
SOMERSWORTH,2,NH,STRAFFORD,3878
SOMERVILLE,7,['MA' 'NJ' 'TN'],['MIDDLESEX' 'SOMERSET' 'FAYETTE' 'HUNTERDON'],[ 2143  8876 38068  2144]
SOMONAUK,1,IL,DEKALB,60552
SONOMA,7,CA,SONOMA,95476
SONORA,2,CA,TUOLUMNE,95370
SOPERTON,2,GA,TREUTLEN,30457
SOPHIA,2,WV,RALEIGH,25921
SOQUEL,3,CA,SANTA CRUZ,95073
SOUDERSBURG,1,PA,LANCASTER,17572
SOUDERTON,4,PA,MONTGOMERY,18964
SOUTH ABINGTON TOWNSHIP,1,PA,LACKAWANNA,18411
SOUTH ABINGTON TWP,1,PA,LACKAWANNA,18411
SOUTH AMBOY,2,NJ,MIDDLESEX,8879
SOUTH ATTLEBORO,2,MA,BRISTOL,2703
SOUTH BELOIT,1,IL,WINNEBAGO,61080
SOUTH BEND,22,IN,ST. JOSEPH,[46628 46617 46637 46635 46619 46614 46613 46615 46601]
SOUTH BERWICK,1,ME,YORK,3908
SOUTH BOSTON,5,['VA' 'MA'],['HALIFAX' 'SUFFOLK'],[24592  2127]
SOUTH BURLINGTON,7,['VA' 'VT'],CHITTENDEN,5403
SOUTH CHINA,1,ME,KENNEBEC,4358
SOUTH DARTMOUTH,1,MA,BRISTOL,2748
SOUTH DAYTONA,2,FL,VOLUSIA,32119
SOUTH DEERFIELD,1,MA,FRANKLIN,1373
SOUTH EL MONTE,1,CA,LOS ANGELES,91733
SOUTH ELGIN,1,IL,KANE,60177
SOUTH EUCLID,2,OH,CUYAHOGA,44121
SOUTH FALLSBURG,1,NY,SULLIVAN,12779
SOUTH FREEPORT,1,ME,CUMBERLAND,4078
SOUTH GATE,3,CA,LOS ANGELES,90280
SOUTH HADLEY,1,MA,HAMPSHIRE,1075
SOUTH HAMILTON,1,MA,ESSEX,1982
SOUTH HAVEN,2,MI,VAN BUREN,49090
SOUTH HILL,1,VA,MECKLENBURG,23970
SOUTH HOLLAND,11,IL,COOK,60473
SOUTH JORDAN,2,UT,SALT LAKE,84095
SOUTH KENT,1,CT,LITCHFIELD,6785
SOUTH KORTRIGHT,1,NY,DELAWARE,13842
SOUTH LAKE TAHOE,1,CA,EL DORADO,96150
SOUTH LANCASTER,1,MA,WORCESTER,1561
SOUTH LEBANON,1,OH,WARREN,45065
SOUTH MIAMI,4,FL,MIAMI-DADE,33143
SOUTH MILWAUKEE,2,WI,MILWAUKEE,53172
SOUTH MOUNTAIN,2,PA,FRANKLIN,17261
"SOUTH MOUNTAIN,",1,PA,FRANKLIN,17261
SOUTH OGDEN,2,UT,WEBER,[84403 84405]
SOUTH ORANGE,3,NJ,ESSEX,7079
SOUTH OZONE PARK,4,NY,QUEENS,11420
SOUTH PARIS,1,ME,OXFORD,4281
SOUTH PARK,3,PA,ALLEGHENY,15129
SOUTH PASADENA,4,CA,LOS ANGELES,91030
SOUTH PLAINFIELD,7,NJ,MIDDLESEX,7080
SOUTH PORTLAND,2,ME,CUMBERLAND,4106
SOUTH PORTSMOUTH,1,KY,GREENUP,41174
SOUTH RIDING,3,VA,LOUDOUN,20152
SOUTH RIVER,2,NJ,MIDDLESEX,8882
SOUTH ROXANA,1,IL,MADISON,62087
SOUTH SAINT PAUL,2,MN,DAKOTA,55075
SOUTH SALEM,1,NY,WESTCHESTER,10590
SOUTH SAN FRANCISCO,6,CA,SAN MATEO,94080
SOUTH SIOUX CITY,1,NE,DAKOTA,68776
SOUTH TAMWORTH,1,NH,CARROLL,3883
SOUTH WALES,1,NY,ERIE,14139
SOUTH WEYMOUTH,1,MA,NORFOLK,2190
SOUTH WHITLEY,1,IN,WHITLEY,46787
SOUTH WILLIAMSPORT,1,PA,LYCOMING,17702
SOUTH WINDSOR,2,CT,HARTFORD,6074
SOUTH YARMOUTH,1,MA,BARNSTABLE,2664
SOUTHAMPTON,8,['NY' 'PA'],['SUFFOLK' 'BUCKS'],[11968 18966]
SOUTHAVEN,4,MS,DESOTO,[38671 38672]
SOUTHBOROUGH,4,MA,WORCESTER,[1772 1745]
SOUTHBRIDGE,3,MA,WORCESTER,1550
SOUTHERN PINES,6,NC,MOORE,[28387 28388]
SOUTHFIELD,9,MI,OAKLAND,[48076 48075 48034 48033]
SOUTHGATE,4,['KY' 'MI'],['CAMPBELL' 'WAYNE'],[41071 48195]
SOUTHINGTON,3,CT,HARTFORD,6489
SOUTHLAKE,2,TX,['TARRANT' 'DENTON'],76092
SOUTHPORT,4,['CT' 'NC'],['FAIRFIELD' 'BRUNSWICK'],[ 6890 28461]
SOUTHWEST RANCHES,5,FL,BROWARD,[33331 33330]
SOUTHWICK,1,MA,HAMPDEN,1077
SPALDING,1,NE,GREELEY,68665
SPANGLE,2,WA,SPOKANE,99031
SPANISH FORK,2,UT,UTAH,84660
SPARKS,12,NV,WASHOE,[89431 89434 89436]
SPARKS GLENCOE,1,MD,BALTIMORE,21152
SPARTA,15,['GA' 'NJ' 'TN' 'WI'],['HANCOCK' 'SUSSEX' 'WHITE' 'DEKALB' 'MONROE'],[31087  7871 38583 54656]
SPARTANBURG,13,SC,SPARTANBURG,[29306 29303 29301 29307 29302 29316]
SPARTANSBURG,10,PA,CRAWFORD,16434
SPEARFISH,3,SD,LAWRENCE,57783
SPENCER,4,['IA' 'NY' 'OK'],['CLAY' 'TIOGA' 'OKLAHOMA'],[51301 14883 73084]
SPENCERVILLE,1,MD,MONTGOMERY,20868
SPEONK,1,NY,SUFFOLK,11972
SPERRY,1,OK,TULSA,74073
SPERRYVILLE,2,VA,RAPPAHANNOCK,22740
SPICKARD,2,MO,GRUNDY,64679
SPIKARD,1,MO,GRUNDY,64679
SPILLVILLE,1,IA,WINNESHIEK,52168
SPINDALE,1,NC,RUTHERFORD,28160
SPOKANE,35,['WA' 'MO'],['SPOKANE' 'CHRISTIAN'],[99203 99201 99202 65754 99208 99224 99207 99223 99218 99217 99205]
SPOKANE VALLEY,14,WA,SPOKANE,[99216 99206 99037 99212]
SPOONER,1,WI,WASHBURN,54801
SPOTSWOOD,2,NJ,MIDDLESEX,8884
SPRAKERS,1,NY,MONTGOMERY,12166
SPRING,20,TX,['HARRIS' 'MONTGOMERY'],[77379 77373 77389 77388 77386]
SPRING BROOK,1,NY,ERIE,14140
SPRING CITY,2,PA,CHESTER,19475
SPRING CREEK,1,NV,ELKO,89815
SPRING GLEN,1,PA,DAUPHIN,17978
SPRING GREEN,1,WI,SAUK,53588
SPRING GROVE,5,PA,YORK,17362
SPRING HILL,10,['TN' 'FL'],['MAURY' 'HERNANDO' 'PASCO' 'WILLIAMSON'],[37174 34608 34606 34609 34607 34610]
SPRING HOUSE,2,PA,MONTGOMERY,19477
SPRING LAKE,2,['MI' 'NJ'],['OTTAWA' 'MONMOUTH'],[49456  7762]
SPRING MILLS,1,PA,CENTRE,16875
SPRING RUN,9,PA,FRANKLIN,17262
SPRING VALLEY,24,['NY' 'CA' 'AZ'],['ROCKLAND' 'SAN DIEGO' 'YAVAPAI'],[10977 91977 91978 86333]
SPRINGBORO,3,['PA' 'OH'],['CRAWFORD' 'WARREN'],[16435 45066]
SPRINGDALE,6,['OH' 'AR'],['HAMILTON' 'WASHINGTON'],[45246 72762]
SPRINGFIELD,89,['VA' 'MA' 'MO' 'OH' 'IL' 'OR' 'KY' 'MN' 'PA' 'TN' 'NJ'],"['FAIRFAX' 'HAMPDEN' 'GREENE' 'CLARK' 'SANGAMON' 'LANE' 'WASHINGTON'
 'BROWN' 'DELAWARE' 'ROBERTSON' 'UNION']","[22152 22153 22151  1105 65806 45503 62702 65810 97478 62704 62703 62711
 62712 40069 65803 65804 65897 65807 65809 65802 56087  1104  1129  1109
  1118  1119 19064 45505 45502 45504 45506 97477 37172 22150  1108  7081]"
SPRINGFIELD GARDENS,2,NY,QUEENS,11413
SPRINGS,2,PA,SOMERSET,15562
SPRINGVILLE,5,['UT' 'IN' 'NY'],['UTAH' 'LAWRENCE' 'ERIE'],[84663 47462 14141]
SPRUCE PINE,4,NC,['AVERY' 'MITCHELL'],28777
SQUAW VALLEY,1,CA,FRESNO,93675
ST,1,NJ,MONMOUTH,7728
ST AUGUSTINE,9,FL,ST. JOHNS,[32080 32084 32086 32092]
ST CLOUD,3,FL,OSCEOLA,34769
ST GEORGE,8,['UT' 'VA'],['WASHINGTON' 'GREENE'],[84770 84790 22935]
ST JOHNS,2,FL,ST. JOHNS,32259
ST PETE BEACH,2,FL,PINELLAS,33706
ST PETERSBURG,34,FL,PINELLAS,[33703 33712 33713 33711 33714 33710 33702 33707 33704 33709 33708]
STAATSBURG,1,NY,DUTCHESS,12580
STACY,1,MN,CHISAGO,55079
STAFFORD,8,['TX' 'VA'],['FORT BEND' 'STAFFORD'],[77477 22554 22556]
STAFFORD SPRINGS,1,CT,TOLLAND,6076
STAMFORD,16,CT,FAIRFIELD,[6906 6902 6903 6905]
STANDISH,1,ME,CUMBERLAND,4084
STANELEY,1,NC,LINCOLN,28164
STANLEY,3,['VA' 'NC' 'WI'],['PAGE' 'GASTON' 'CHIPPEWA'],[22851 28164 54768]
STANTON,3,['CA' 'NJ'],['ORANGE' 'HUNTERDON'],[90680  8885]
STANWOOD,2,WA,SNOHOMISH,98292
STAPLEHURST,1,NE,SEWARD,68439
STAPLES,1,MN,TODD,56479
STAPLETON,1,GA,JEFFERSON,30823
STAR,1,ID,ADA,83669
STAR CITY,1,WV,MONONGALIA,26504
STARBUCK,1,MN,POPE,56381
STARKE,5,FL,BRADFORD,32091
STARKVILLE,2,MS,OKTIBBEHA,39759
STATE COLLEGE,11,PA,CENTRE,[16801 16803]
STATEN ISLAND,44,NY,RICHMOND,[10309 10314 10310 10312 10301 10306 10304 10305 10303 10307 10308]
"STATEN ISLAND,",1,NY,RICHMOND,10314
STATESBORO,2,GA,BULLOCH,[30458 30461]
STATESVILLE,7,NC,IREDELL,[28677 28625]
STAUNTON,7,['VA' 'IL'],['STAUNTON' 'MACOUPIN'],[24401 62088]
STAYTON,3,OR,MARION,97383
STEAMBOAT SPRINGS,5,CO,ROUTT,[80487 80477]
STEDMAN,1,NC,CUMBERLAND,28391
STEELEVILLE,1,IL,RANDOLPH,62288
STEENS,1,MS,LOWNDES,39766
STEGER,1,IL,WILL,60475
STELLA NIAGARA,1,NY,NIAGARA,14144
STEPHENS CITY,2,VA,FREDERICK,22655
STEPHENVILLE,1,TX,ERATH,76401
STERLING,11,['VA' 'OH' 'IL' 'CO'],['LOUDOUN' 'WAYNE' 'WHITESIDE' 'LOGAN'],[20165 20166 44276 61081 80111 20164 80751]
STERLING HEIGHTS,2,MI,MACOMB,[48313 48312]
STETSON,1,ME,PENOBSCOT,4488
STEUBENVILLE,4,OH,JEFFERSON,[43952 43953]
STEVENS,4,PA,LANCASTER,17578
STEVENS POINT,6,WI,PORTAGE,54481
STEVENSON,1,MD,BALTIMORE,21153
STEVENSVILLE,3,['MI' 'MD'],"['BERRIEN' ""QUEEN ANNE'S""]",[49127 21666]
STEWARDSON,1,IL,SHELBY,62463
STILL RIVER,1,MA,WORCESTER,1467
STILLMORE,1,GA,EMANUEL,30464
STILLWATER,5,['MN' 'OK'],['WASHINGTON' 'PAYNE'],[55082 74075]
STILWELL,1,OK,ADAIR,74960
STIRLING,2,NJ,MORRIS,7980
STOCKBRIDGE,7,['MA' 'GA'],['BERKSHIRE' 'HENRY'],[ 1262 30281]
STOCKTON,23,['CA' 'MO'],['SAN JOAQUIN' 'CEDAR'],[95205 95204 65785 95203 95206 95219 95209 95207 95210 95202 95212]
STODDARD,1,WI,VERNON,54658
STOKESDALE,1,NC,ROCKINGHAM,27357
STONE LAKE,1,WI,SAWYER,54876
STONE MOUNTAIN,10,GA,['GWINNETT' 'DEKALB'],[30087 30088 30083]
